ID,Article Title,Fulltext url,Article Count
01366ed604ac4e3b8823eba9b4d2bded,Severe aortic arch calcification predicts mortality in patients undergoing peritoneal dialysis,//www.sciencedirect.com/science/article/pii/S0929664616301140,58
0137f32362614187bfe4260db1a87061,Kinetics of spontaneous baryogenesis in non-stationary background,//dx.doi.org/10.1051/epjconf/201612503002,324
013822e1cb234f53a2f5e739a510430c,Features of formation of personal physical education of students,//sportpedagogy.org.ua/index.php/PPS/article/view/501,41
013834dca39943f7b2a95f34112a245d,Minimally Invasive Plate Osteosynthesis for Osteofibrous Dysplasia of the Tibia: A Case Report,//doi.org/10.1177/230949901001800325,46
01384453c9c54a14b6098dfe7ba1cdab,Entrevista com Augusto de Campos no Joycentenário,//periodicos.ufsc.br/index.php/desterro/article/view/19063,30
0138ee49639042199ad864cdf4157e4a,Eventos traumáticos en la infancia en una población masculina privada de su libertad: estudio de prevalencia,//revistas.unc.edu.ar/index.php/med/article/view/12738,2
0138ef0f9dcf4c96a5ee775eb8e60f02,Ductility characteristics of concrete frames reinforced with superelastic shape memory alloys,//www.sciencedirect.com/science/article/pii/S1110016818302060,33
01392816f6da4ece8366782628280b0d,Non-universality of the dynamic exponent in two-dimensional random media,//link.springer.com/article/10.1038/s41598-018-36236-z,517
01395a565165496d8e2bc8eb9a28b332,EDUCACIÓN ONLINE: RELACIONES ENTRE ESTRUCTURA DE LOS CURSOS E INTERVENCIONES DE APERTURA EN LOS FOROS,//www.redalyc.org/articulo.oa?id=44717910007,32
01398ae74f5c4e8fa1ff078141e7fcbf,"Formulation of Menthol-Loaded Nanostructured Lipid Carriers to Enhance Its
Antimicrobial Activity for Food Preservation",//journals.tbzmed.ac.ir/APB/Manuscript/APB-7-261.pdf,20
01399bb1cb9f4bd1b15215435f2c50e5,Preparing residents for family practice: role of an integrated “Triple C” curriculum,//journalhosting.ucalgary.ca/index.php/cmej/article/view/36618,3
013a0e07724d43728d6ead07b856180c,Costs and effects of the Tanzanian national voucher scheme for insecticide-treated nets,//www.malariajournal.com/content/7/1/32,66
013a0e341dc64cf2a53221002bafb2ee,"The Combination of Gastroschisis, Jejunal Atresia, and Colonic Atresia in a Newborn",//dx.doi.org/10.1155/2015/129098,17
013a401a368a4166942dd04f5fd61c65,Network meta-analysis-highly attractive but more methodological research is needed,//www.biomedcentral.com/1741-7015/9/79,16
013a7c05d92c4d558df728adb908e6e3,Measurement and analysis of excitation functions and observation of  mass-asymmetry effect on incomplete fusion dynamics,//dx.doi.org/10.1051/epjconf/20111716013,324
013ac4928a2c4b71b49717ab632c963a,Clinical Management of Pain in Advanced Lung Cancer,//la-press.com/clinical-management-of-pain-in-advanced-lung-cancer-a3372,10
013b26f78a634e8fbdd88ac5bada949a,Occult hepatitis B virus infection: clearance or disguise?,//e-cmh.org/upload/pdf/cmh-20-249.pdf,10
013b55b638444ee79a076aea49c07083,Pediatric oncology-hematology outreach: Evaluation of patient consultations by teleconferences between Indonesian and Dutch academic hospitals,//www.sciencedirect.com/science/article/pii/S246812451830041X,5
013b59828179497396306d5b58299534,"Body image perception, compliance with a prosthesis and cognitive performance in transfemoral amputees",//www.sciencedirect.com/science/article/pii/S1017995X18303286,5
013b8c4a38d943c694980d9d32417c6d,The Burden of Illness in Patients with Moderate to Severe Chronic Obstructive Pulmonary Disease in Canada,//dx.doi.org/10.1155/2012/328460,31
013ba9173d1f47a792a9bf109dba0133,Estudio del ADN mitocondrial de una muestra de la ciudad de La Plata,//taller.revistas.unlp.edu.ar/raab/article/view/305,29
013c370c99fa4890bdf21a8ebe92444e,Osteoma osteoide de hueso grande. Presentación de un caso y revisión de la literatura,//www.thieme-connect.de/DOI/DOI?10.1055/s-0037-1606698,12
013c42a315f04b4282aed97d8e5d82a9,Mannan-Modified PLGA Nanoparticles for Targeted Gene Delivery,//dx.doi.org/10.1155/2012/926754,40
013c745c534f4b59a041e1c0cda74e34,Prediction on the Peak of the CO2 Emissions in China Using the STIRPAT Model,//dx.doi.org/10.1155/2016/5213623,31
013d857d92784e7bb27fa5c5e9d30d9e,Portland Intensive Insulin Therapy During Living Donor Liver Transplantation: Association with Postreperfusion Hyperglycemia and Clinical Outcomes,//link.springer.com/article/10.1038/s41598-018-34655-6,517
013dab71a473449a99ca8e787181f7f3,Alternative Funding Plans and Alternative Relationship Plans: Saviours of Academic Medicine or Just the Last Gasp?,//dx.doi.org/10.1155/2007/404769,54
013daf0cb4ed4bfea661064bbcc80104,Plants of the American continent with antimalarial activity,//www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2009000100026&lng=en&tlng=en,53
013dbb84ab824211a4c662fd45c8cfc1,Fluoroscopy-Guided Resolution of Ingested Thrombus Leading to Functional Disturbance of a Continuous-Flow Left Ventricular Assist Device,//dx.doi.org/10.1155/2012/791056,19
013de1aab73748bba710c9bda9da1022,Amplitudes of solar-like oscillations in red giants: Departures from the quasi-adiabatic approximation,//dx.doi.org/10.1051/epjconf/20134303008,324
013e2368c542480b995a3635bca1eddd,A Systems’ Biology Approach to Study MicroRNA-Mediated Gene Regulatory Networks,//dx.doi.org/10.1155/2013/703849,331
013e86a1757a4376b6313f9d12907575,Screw fixation of the posterior malleolar fracture,//doi.org/10.1177/2473011418S00306,30
013e9582c4764468b89a8a80b9c1530a,Contemporaneous 3D characterization of acute and chronic myocardial I/R injury and response,//link.springer.com/article/10.1038/s41467-019-10338-2,193
013ec370a93f48e393f08bf6d895e9db,"Sollicitude, dépendance et lien social",//creum.umontreal.ca/wp-content/uploads/2008/12/pdf_05_Monique_Lanoix.pdf,6
013ec4eb69e8436fa6d3106d4b5cff7b,Michael T. Westrate. Living Soviet in Ukraine from Stalin to Maidan: Under the Falling Red Star in Kharkiv.,//www.ewjus.com/index.php/ewjus/article/view/341,10
013fcc90fc2149f982a897a031991e14,Refined exposure assessment of Brown HT (E 155),//www.efsa.europa.eu/en/efsajournal/doc/3719.pdf,26
013fce9c4ead47a29946356cbfa48e00,A teaching media of using the busy bit and SDCC in displaying character string on LCD in MCU 8051 IDE,//www.sciencedirect.com/science/article/pii/S1110016817300546,33
014058e269d149c38046295afa9bc226,Conducta prosocial y estrategias de aprendizaje en una muestra de estudiantes españoles de Educación Secundaria Obligatoria,//formacionasunivep.com/ejep/index.php/journal/article/view/88,3
0140bd334b7044ed9c31e5a74d743d35,Role of Osteoplastic Frontal Sinus Obliteration in the Era of Endoscopic Sinus Surgery,//dx.doi.org/10.1155/2012/501896,4
0140d11e11e94667b6cc5f5ae082f870,”Älä jätä käyttämättä sattuman tarjoamia mahdollisuuksia” – Serendipisyys tiedonhaun ilmiönä,//journal.fi/inf/article/view/65195,14
0141877743a54df5a59746c409f76165,Safety of Fluoroquinolones: An Update,//dx.doi.org/10.1155/2002/864789,21
0141906284c3463582830d54ffab36a8,De la bacteriuria asintomática a la infección de vías urinarias: ¿tratarla o no hacerlo?,//www.redalyc.org/articulo.oa?id=231016364006,13
0141efeb392b4719a2e89f42ae2bbe5a,"Evaluation of the immunotoxicological effects of Dimorphandra mollis Benth., Fabaceae, in rats",//www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000400022&lng=en&tlng=en,53
0142fc7a311649b79acefc2d2badaa17,A Novel Pentapeptide Inhibitor Reduces Amyloid Deposit Formation by Direct Interaction with hIAPP,//dx.doi.org/10.1155/2019/9062032,34
01432a0984e74454a004930815815fbb,"El nuevo autoritarismo, la pedagogía crítica y la promesa de la democracia",//www.redalyc.org/articulo.oa?id=99815739015,14
01434454446d4496b7ec4dea35019f17,COMPARISON BETWEEN ACUPRESSURE AND PALONOSETRON IN PREVENTION OF  POSTOPERATIVE NAUSEA AND VOMITING IN PATIENTS UNDERGOING LAPAROSCOPIC TUBAL STERILISATION. A RANDOMISED CONTROL TRIAL,//www.jebmh.com/data_pdf/Raghavendra--FINAL.pdf,89
01441218ae164fdfb50f55116545af5a,Effect of Laparoscopic Adjustable Gastric Banding on Metabolic Syndrome and Its Risk Factors in Morbidly Obese Adolescents,//dx.doi.org/10.1155/2011/906384,17
014474c653e54c7fbc63263bc3b4f384,CNS Depressant and Antiepileptic Activities of the Methanol Extract of the Leaves of Ipomoea Aquatica Forsk,//dx.doi.org/10.1155/2010/503923,26
0145616793cd46bd9ecbe1e0649d252b,Author Correction: An extinct vertebrate preserved by its living hybridogenetic descendant,//link.springer.com/article/10.1038/s41598-018-23429-9,517
01459cb4eb54483e8703fbb50d02e008,Editorial,//rbtur.org.br/rbtur/article/view/590,3
0145cf399ee2443ab6f8ecbd84600701,The Stability of a Movable High-Strength Inverted-Triangular Steel Bridge,//dx.doi.org/10.1155/2018/1568629,340
014607de8c8742d2b0834d2b95fe3daf,"The Impact of Air Pollution, Including Asian Sand Dust, on Respiratory Symptoms and Health-related Quality of Life in Outpatients With Chronic Respiratory Disease in Korea: A Panel Study",//www.jpmph.org/upload/pdf/jpmph-51-3-130.pdf,13
0146743a855146a7a2dcb59842b96c38,Plurielles,//journals.openedition.org/cem/12110,17
0146ac60430b4cefab62123f89fc9e35,Utsyn over utviklingstrekk i det strafferettslege reaksjonssystemet,//www.idunn.no/kritisk_juss/2017/03/utsyn_over_utviklingstrekk_i_det_strafferettslege_reaksjons,1
01472ac0e5034f4b8d67b7b76f10a17f,Percepção de distância em crianças durante a locomoção Distance perception in children while walking,//www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722002000200014,38
01473e62c0e04ee28c5d4aef760b2339,NFAT2 is a critical regulator of the anergic phenotype in chronic lymphocytic leukaemia,//link.springer.com/article/10.1038/s41467-017-00830-y,193
0147b27bcc00405081f45cd399c88df6,On the (in)fissibility of intervocalic consonants in Norwegian and German: Evidence from a word game,//septentrio.uit.no/index.php/nordlyd/article/view/2504,8
0147ef9fc63e4fa1b69053dad19c082b,Nitrogen use efficiency as a tool to evaluate the development of ornamental cacti species,//ornamentalhorticulture.emnuvens.com.br/rbho/article/view/1063,16
01483835f26141b0846dee1f44ec2f6f,Interfacial sodium storage in NaF–Ti nanocomposites,//www.sciencedirect.com/science/article/pii/S1388248112005097,125
0148eb379c81453f8c69795fcd60bccc,Decorative values of selected cultivars of climbing roses (Rosa L.) with regard to thermal conditions,//pbsociety.org.pl/journals/index.php/aa/article/view/1751,37
014a3cc3fe7242d5ac4e2db9ada00420,Five Answers on Pragmatism,//philosophy.tabrizu.ac.ir/article_7990_86ef328beaa3a0f65ba3239fe651f8d2.pdf,4
014aeda0dac64d37b285e4251a285d5b,No health without mental health,//www.pagepress.org/journals/index.php/mi/article/view/6609,2
014be9a8d68e40518021121e2e398e5a,A bio-coupling approach using a dextran-binding domain to immobilize an engineered streptavidin to Sephadex for easy preparation of affinity matrix,//link.springer.com/article/10.1038/s41598-019-40044-4,517
014c232840fc4dc09e926b319a64ad58,Actualité de la recherche sur le « monachisme luxovien » : conditions de fondations des premiers monastères et topographie,//journals.openedition.org/cem/12040,17
014c6c0016d64da0afc682475189f3c3,"Uniqueness of Ethiopian traditional alcoholic beverage of plant origin, tella",//www.sciencedirect.com/science/article/pii/S2352618115000426,3
014cbab31c15498483a06f9dd21da883,Human Pancreatic Islet Preparations Release HMGB1: (Ir)Relevance for Graft Engraftment,//doi.org/10.3727/096368912X657783,73
014cdb4c3f3c4ab993e42e36260ed03d,Tone-Independent Orthogonalizing Lattice Equalization for Insufficient Cyclic-Prefix OFDM Transmissions,//doi.org/10.1155/2013/281895,63
014de5f286594f4da599953ec91e6785,PERENCANAAN TATA GUNA LAHAN DAS WAY SEPUTIH HULU LAMPUNG TENGAH MENGGUNAKAN MODEL TATA AIR  (Landuse Planning for Way Seputih Watershed at Central Lampung by Water Management Model),//jurnal.ugm.ac.id/JML/article/view/18684,6
014f38adfbde4dd9b2873a38b3bccc41,Conflict Resolution in Aceh in Light of Track One and a Half Diplomacy,//www.seas.at/aseas/1_2/ASEAS_1_2_A12.pdf,4
014f54b909e74d99b0e1d16a7e425acb,Enhanced Solar Photoelectrochemical Conversion Efficiency of ZnO:Cu Electrodes for Water-Splitting Application,//dx.doi.org/10.1155/2013/928321,40
014fc410c50f47dd8d9249337fd66ae9,How I do it: transapical cannulation for acute type-A aortic dissection,//www.cardiothoracicsurgery.org/content/3/1/4,16
014ffffe9f02448c904953ee8914ec0d,Rancang Bangun Quadcopter untuk Pemantauan Kadar Karbon Monoksida di Udara,//jurnal.ugm.ac.id/ijeis/article/view/3835,7
015023a4c9804aeaa44e8adfd8ffaea5,Psikolojik Sözleşme İhlali ile İşten Ayrılma Niyeti İlişkisinde Demografik Değişkenlerin Düzenleyici Rolü (The Role of Perceived Demographic Variables as Moderator in the Link between Psychological Contract Breach and Turnover Intention),//www.yepad.org/2018/cilt.2_sayi.5_makale01.pdf,2
01503a171c644fcb9cea194627a92dad,"Fatty acids, minerals, phenolics and vitamins in the seeds of Inocarpus fagifer, a Pacific Island underutilized legume",//ojs.openagrar.de/index.php/JABFQ/article/view/6752,5
0150e4ac3ab3425fb6003c294eef1e19,Perfis Diferenciais de Perda de Memória entre a Demência Frontotemporal e a do Tipo Alzheimer,//www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722001000200007,38
0151ae02fd8d440ebffd9f4572f532aa,Minimally invasive and conventional surgical treatment of primary benign cardiac tumors,//link.springer.com/article/10.1186/s13019-019-0890-2,16
01522e4c0f064b7cbb721e7c93182452,Morphology evolution of nanorods decorated on electrospun nanofibers and their applications in SERS and catalysis,//www.sciencedirect.com/science/article/pii/S0264127517308456,93
01523372593c46a9a16ed46f96611503,REINREF,//septentrio.uit.no/index.php/rangifer/article/view/800,30
0152bec9c3cd44e09d9b35f0f7ff7b0d,A Synonymic Generic Checklist of the Eumeninae (Hymenoptera: Vespidae),//dx.doi.org/10.1155/1986/12489,89
0153717dd8e6489ab10e714349982834,Efficacy of Hydrophobic Layer On Sealing Ability of Dentin Adhesive Systems in Class V Composite Resin Restorations ,//dentistry.tbzmed.ac.ir/joddd/index.php/joddd/article/view/258/178,11
01539c587a3e4c4282d2311bf3d2f364,Distribution law and evaluation of chemical elements contents in soils below the detection limit,//www.sciencedirect.com/science/article/pii/S1512188718301544,4
01542b47b3434541958b855515478628,High performance MoS2 TFT using graphene contact first process,//dx.doi.org/10.1063/1.4996136,143
01542d80321a423f9f0c5c03208438f9,La solidaridad en la Antigüedad y la dogmática de la omisión,//revistas.uexternado.edu.co/index.php/derpen/article/view/1027,12
015439275e2046dfb7520f8140ffad7e,Dielectric behavior of CaCu3Ti4O12: Poly Vinyl Chloride ceramic polymer composites at different temperature and frequencies,//www.sciencedirect.com/science/article/pii/S2452177916300044,5
01548d337eb949f8a0f9c39c23c24d55,Dynamic response and limit analysis of buried gas pipeline under ground consolidation load,//www.jvejournals.com/article/18405,27
01553ab74b1d4a3ebe3e136747acf59e,A systematic review of left ventricular cardio-endoscopic surgery,//link.springer.com/article/10.1186/s13019-017-0599-z,16
0155793936494ad3b39892177678892d,Public library services in the information age: international overview and the situation in Buenos Aires (Argentina),//periodicos.ufsc.br/index.php/eb/article/view/137,18
0155ab7f3f334f88b68d7821e2b0af04,Effect of precursor concentration on physical properties of nebulized spray deposited In2S3 thin films,//www.sciencedirect.com/science/article/pii/S2187076416300367,8
015671c476ca45e4a8a5fbbece3782de,Large-scale deformation monitoring in mining area by D-InSAR and 3D laser scanning technology integration,//www.sciencedirect.com/science/article/pii/S2095268613001134,24
0156a926099948c18aa026e065c6de9f,"Promoción de la salud en el ámbito escolar: reflexión desde la perspectiva de los actores de su implementación, el caso de Santander",//revistas.unab.edu.co/index.php/sociojuridico/article/view/2100,3
015760eacb4349068b313c8e5e0b9d82,Abstracts DGTHG,//www.degruyter.com/view/j/iss.2019.4.issue-s1/iss-2019-2009/iss-2019-2009.xml?format=INT,2
0158210788b34417854f5635f846d3fe,Parametric numerical study of electrohydraulic active suspension performance against passive suspension,//www.sciencedirect.com/science/article/pii/S111001681830156X,33
01589cccff8b421c946fc57effe44a1e,Therapeutic levetiracetam monitoring during pregnancy: “mind the gap”,//doi.org/10.1177/2040622319851652,1
01591a01733d4a95b6256af3b74537c4,From cellular information networks to digital molecular medicine,//www.revistas.unal.edu.co/index.php/biotecnologia/article/view/1397,30
01594e2ebc16492598052caf29bb995b,Association between maternal socioeconomic factors and nutritional outcomes in children under 5 years of age,//www.sciencedirect.com/science/article/pii/S2255553616300490,13
0159a226ff9a4328bafa3ab7cdb0bcb1,Biological Aspects of Emerging Benzothiazoles: A Short Review,//dx.doi.org/10.1155/2013/345198,48
0159b02bb80f4252a9c27b4c95bb09f4,Effect of Partial Shrouds on the Performance and Flow Field of a Low-Aspect-Ratio Axial-Flow Fan Rotor,//dx.doi.org/10.1155/2011/146969,26
00d7b2a693d44eaf8d93adfd4a4a7cd6,An Internal Dipterous Parasite of Spiders,//dx.doi.org/10.1155/1890/58259,89
00d7d4ee1452423fb0c360f670b91ecb,EFISIENSI PENGGUNAAN Trichoderma sp  UNTUK MENGENDALIKAN PENYAKIT LAYU FUSARIUM (Fusarium oxysporium) DAN PERTUMBUHAN  BIBIT TANAMAN PISANG,//ejurnal.unilak.ac.id/index.php/jip/article/view/1364,2
00d7ffc741234986a5c6fcd20a58dc5b,A RE-ASSESSMENT OF OLDER DRIVERS AS A ROAD SAFETY RISK,//www.sciencedirect.com/science/article/pii/S0386111214601539,11
00d813060b7d4bb8b0a0a63e59c9dff0,"Association of Maternal Prenatal Stress, Methylation Changes in IGF-1 and IGF-2, and Birth Weight in Mother-Newborn Dyads",//annalsofglobalhealth.org/articles/673,44
00d88bace84246aeaf4f4dacd43486e1,Differential Intestinal Mucosa Transcriptomic Biomarkers for Crohn’s Disease and Ulcerative Colitis,//dx.doi.org/10.1155/2018/9208274,37
00d8ad7ce7cd43008011f9adb16aa5c1,Autophagy and Liver Ischemia-Reperfusion Injury,//dx.doi.org/10.1155/2015/417590,331
00d8bc5da9504022b0d227c209b2bf3f,Adaptive Kernel Canonical Correlation Analysis Algorithms for Nonparametric Identification of Wiener and Hammerstein Systems,//dx.doi.org/10.1155/2008/875351,64
00d8c5f27b44480ebaa1ab87ad2670ce,Measurement of the γ*γ*→ η' transition form factor and of the e+e−→ π+π−π0π0π0 and π+π−π0π0η cross sections by BABAR,//www.epj-conferences.org/articles/epjconf/pdf/2019/11/epjconf_ismd18_05004.pdf,324
00d976db3c114115a3eb24482a2502c4,YKL-40 - an emerging biomarker in cardiovascular disease and diabetes,//www.cardiab.com/content/8/1/61,24
00da7dc58a364ef08c125e71a7d5afbe,"High Expression of Somatostatin Receptors 2A, 3, and 5 in Corticotroph Pituitary Adenoma",//dx.doi.org/10.1155/2018/1763735,34
00daf1b9328d4f5ca77029221541848e,Internal Flow of a High Specific-Speed Diagonal-Flow Fan (Rotor Outlet Flow Fields with Rotating Stall),//dx.doi.org/10.1155/S1023621X03000319,26
00db96365ab945f0ad1ad525ba19fecd,Prevalence of IgA Antibodies to Endomysium and Tissue Transglutaminase in Primary Biliary Cirrhosis,//dx.doi.org/10.1155/2000/934709,54
00dc6ebb0cec49f6b0c8e101a949e5ff,The impact of bladder preparation protocols on post treatment toxicity in radiotherapy for localised prostate cancer patients,//www.sciencedirect.com/science/article/pii/S2405632417300197,1
00dcc7ad1f5f4ead8ac252321eb829e7,Recensiones,//www.redalyc.org/articulo.oa?id=80525210,48
00dd1bcd66c74095a3fe69b405c05ef4,Adipose-Derived Stem Cells Improve Renal Function in a Mouse Model of IgA Nephropathy,//doi.org/10.3727/096368912X639008,73
00dd66e98ef242bca49a9bc951be66a5,Diversification and control in emerging markets: The case of Chilean firms,//www.sciencedirect.com/science/article/pii/S2340943615000201,2
00ddf3eb09c94cfe82050910159b785f,A Combination of NT-4/5 and GDNF Is Favorable for Cultured Human Nigral Neural Progenitor Cells,//doi.org/10.1177/0963689717753188,73
00de24fcc7ad42aaaad96b61958d14fa,Parameter Sensitivity Analysis on Deformation of Composite Soil-Nailed Wall Using Artificial Neural Networks and Orthogonal Experiment,//dx.doi.org/10.1155/2014/502362,340
00df567d3af14d459c1328eb80a7414d,A randomized and open-label phase II trial reports the efficacy of neoadjuvant lobaplatin in breast cancer,//link.springer.com/article/10.1038/s41467-018-03210-2,193
00dfccf64b84497f9dd23d0b495f836b,PTMC in post-MV repair status,//www.sciencedirect.com/science/article/pii/S0019483216001097,43
00dfff1cf5234ea68d5c47ba44f79ccc,An edgeworth expansion for a sum of M-Dependent random variables,//dx.doi.org/10.1155/S0161171285000618,137
00e10787bf7444af8e7123e450bc8964,Science in the Press in Nine Latin American Countries,//bjr.sbpjor.org.br/bjr/article/view/120,8
00e2075515f14ac79b0915808ace6c36,Modelling Hydration Swelling and Weakening of Montmorillonite Particles in Mudstone,//www.mdpi.com/2227-9717/7/7/428,15
00e286661357435f8bebb39eddd29db1,Basilar-type migraine: An overlooked cause of loss of consciousness in pediatric emergency rooms,//www.sciencedirect.com/science/article/pii/S1875957216301127,20
00e35f56c524454d9c910dfdad006350,"The incidence of congenital hypothyroidism and its determinants from 2012 to 2014 in Shadegan, Iran: a case-control study",//www.e-epih.org/upload/pdf/epih-38-e2016021.pdf,9
00e38895977940c0b9332297deeea3cf,ЛЕКСИКОГРАФИЧЕСКОЕ ЗНАЧЕНИЕ СЛОВА «ИГРИВОСТЬ» (ПОДГОТОВИТЕЛЬНЫЙ ЭТАП ПСИХОЛИНГВИСТИЧЕСКОГО ЭКСПЕРИМЕНТА),//psychoprospects.eenu.edu.ua/index.php/psychoprospects/article/view/132,2
00e3b49853ba4d28bd061bee53886ade,Disruption of the Circadian Clock Alters Antioxidative Defense via the SIRT1-BMAL1 Pathway in 6-OHDA-Induced Models of Parkinson’s Disease,//dx.doi.org/10.1155/2018/4854732,70
00e3c62484774b5e9490aaf08499fa8f,Tien vragen aan een tijdschriftexpert,//www.tijdschriftstudies.nl/articles/322,9
00e3f3761be044b295b2fca4466d8629,"Insulin Biosynthetic Interaction Network Component, TMEM24, Facilitates Insulin Reserve Pool Release",//www.sciencedirect.com/science/article/pii/S2211124713004129,121
00e3fbfac6e64c948d74148e28619ef4,Hierarquizando prioridades: Um processo para construir diretrizes projetuais a partir do Perfil de Concerns do usuário,//www.ufrgs.br/det/index.php/det/article/view/468,2
00e44c10f6fd44e68c4941c1b0ce8350,Privatization an a national business,//tbr.wsb.torun.pl/index.php/journal/article/view/164,2
00e4ebd28a0a43ce838adbd159b09569,"Impact of Changes in Maternal Age and Parity Distribution on the Increasing Trends in the Low Birth Weight and Very Low Birth Weight Rates in South Korea, 2005-2015",//www.jpmph.org/upload/pdf/jpmph-52-2-123.pdf,13
00e52ddae120484485df01b60aad1548,Comparação da eficácia de doses iguais de acetaminofeno retal e oral em crianças Comparison of antipyretic effectiveness of equal doses of rectal and oral acetaminophen in children,//www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000300011,92
00e5ff8aa0fb49ffa4e44ce00a768b68,Feasibility of corifollitropin alfa/GnRH antagonist protocol combined with GnRH agonist triggering and freeze-all strategy in polycystic ovary syndrome patients,//www.sciencedirect.com/science/article/pii/S092966461730013X,58
00e63b68b8f747d482cfa4e0646ad52c,Large-scale gene expression analysis reveals robust gene signatures for prognosis prediction in lung adenocarcinoma,//peerj.com/articles/6980.pdf,146
00e692197edd46c59d44b6990a3b17cc,"Experimental Approaches to Anxiety and Depression. J.M. Ellitt, D.J. Heal and C.A. Marsden (Eds), John Wiley, 1992",//dx.doi.org/10.3233/BEN-1993-6311,16
00e6da2491264a01aecd31168877ce53,Polymethine Dye as Sensors of NH3 and CO,//dx.doi.org/10.1155/2017/1320717,36
00e6e3794b98487eb679710470a0eddc,Education and Kant,//cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reveducacao/article/view/4819,14
00e707cb1978445f82b5befdf2091580,"Population growth and within-plant distribution of the striped mealybug Ferrisia virgata (Cockerell) (Hemiptera, Pseudococcidae) on cotton",//www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262014000100012&lng=en&tlng=en,51
00e79d2a304a4e9dacb281e7a281cc89,La lectura del tiempo en la obra de Pierre Bayard,//cedille.webs.ull.es/14/08garayalde.pdf,4
00e7d277ae7640178f0e0c60c2fc4f62,Update on management of ovarian hyperstimulation syndrome,//www.sciencedirect.com/science/article/pii/S1028455911000155,36
00e8875e86c84668ad316a5b15296452,Evaluation of low tidal volume with positive end-expiratory pressure application effects on arterial blood gases during laparoscopic surgery,//www.sciencedirect.com/science/article/pii/S1726490114001026,34
00e89f9c29b4452e82a2c428ceef4661,Investigating and characterizing the binding activity of the immobilized calmodulin to calmodulin-dependent protein kinase I binding domain with atomic force microscopy,//link.springer.com/article/10.1186/s13065-017-0360-7,16
00e8f1bb7ce445a595b7406c535d3416,THE CONSTRUCTION OF PHYSICAL REHABILITATION PROGRAMS IN THE PREOPERATIVE PERIOD FOR PATIENTS THAT WILL REMOVE OF INTERVERTEBRAL DISC’ PROLAPSE IN THE LUMBAR SPINE,//sportpedagogy.org.ua/index.php/PPS/article/view/334,41
00e9586d56c94d0c9b7eac61c844d920,Natural Model based Design in Context: an Effective Method for Environmental Problems,//csimq-journals.rtu.lv/article/view/1869,3
